621.5,0,7.00E-08,0,0,-0.043999,49.3999,268.186004,42300.51172,-83697.94531,6,100,21994,21995,21992,21982,21989,24219,22421,21987,22041,22119,22078
621.700012,0,7.00E-08,0,0,-0.043999,48.99,268.186004,42300.51172,-83697.94531,6,99.95,21993,21994,21992,21981,21990,24221,22424,21985,22039,22115,22078
621.849975,0,7.00E-08,0,0,-0.043999,48.95999,268.186004,42300.51172,-83697.94531,6,99.9,21994,21984,21985,21981,21985,24223,22424,21989,22043,22120,22081
622.049987,0,7.00E-08,0,0,-0.043999,47.3999,268.186004,42300.51172,-83697.94531,6,99.85,21996,21990,21988,21981,21982,24216,22422,21989,22043,22119,22080
622.25,0,7.00E-08,0,0,-0.043999,46.3999,268.186004,42300.51172,-83697.94531,6,99.8,21996,21990,21987,21977,21985,24223,22421,21984,22044,22117,22078
622.450012,0,7.00E-08,0,0,-0.043999,45.3999,268.186004,42300.51172,-83697.94531,6,99.75,21993,21986,21987,21982,21986,24222,22427,21981,22037,22115,22076
622.650024,0,7.00E-08,0,0,-0.043999,49.3999,268.186004,42300.51172,-83697.94531,6,99.7,21993,21995,21990,21980,21984,24224,22423,21988,22043,22123,22077
622.849975,0,7.00E-08,0,0,-0.043999,48.99,268.186004,42300.51172,-83697.94531,6,99.65,21995,21991,21987,21984,21983,24223,22420,21982,22039,22119,22079
623,0,7.00E-08,0,0,-0.043999,48.95999,268.186004,42300.51172,-83697.94531,6,99.6,21994,21989,21990,21978,21983,24217,22423,21982,22039,22120,22079
623.25,0,7.00E-08,0,0,-0.043999,47.3999,268.186004,42300.51172,-83697.94531,6,99.55,21989,21989,21987,21976,21981,24216,22425,21988,22041,22120,22079
623.400024,0,7.00E-08,0,0,-0.043999,46.3999,268.186004,42300.51172,-83697.94531,6,99.5,21990,21988,21985,21984,21985,24219,22427,21983,22040,22117,22082
623.599975,0,7.00E-08,0,0,-0.043999,45.3999,268.186004,42300.51172,-83697.94531,6,99.45,21989,21991,21989,21979,21989,24216,22420,21985,22040,22119,22076
623.799987,0,7.00E-08,0,0,-0.043999,49.3999,268.186004,42300.51172,-83697.94531,6,99.4,21993,21991,21989,21983,21985,24219,22423,21983,22037,22116,22073
624,0,7.00E-08,0,0,-0.043999,48.99,268.186004,42300.51172,-83697.94531,6,99.35,21994,21986,21987,21978,21981,24221,22423,21979,22033,22120,22083
624.200012,0,7.00E-08,0,0,-0.043999,48.95999,268.186004,42300.51172,-83697.94531,6,99.3,21989,21994,21994,21980,21984,24220,22418,21986,22043,22117,22078
624.400024,0,7.00E-08,0,0,-0.043999,47.3999,268.186004,42300.51172,-83697.94531,6,99.25,21992,21992,21993,21981,21984,24222,22423,21983,22043,22118,22078
624.599975,0,7.00E-08,0,0,-0.043999,46.3999,268.186004,42300.51172,-83697.94531,6,99.2,21990,21993,21990,21978,21983,24218,22423,21985,22036,22116,22077
624.75,0,7.00E-08,0,0,-0.043999,45.3999,268.186004,42300.51172,-83697.94531,6,99.15,21992,21989,21991,21977,21982,24217,22420,21983,22042,22119,22075
624.950012,0,7.00E-08,0,0.002,0.006,49.3999,268.186004,42300.51172,-83697.94531,6,99.1,21991,21990,21989,21982,21989,24225,22421,21989,22043,22117,22077
625.150024,0,7.00E-08,0,0.056099,-0.008,48.99,268.186004,42300.51172,-83697.94531,6,99.05,21989,21993,21992,21984,21988,24218,22425,21986,22043,22117,22075
625.349975,0,7.00E-08,0,0.011199,-0.001,48.95999,268.186004,42300.51172,-83697.94531,6,99,21990,21992,21992,21982,21987,24220,22420,21985,22038,22112,22078
625.549987,0,7.00E-08,0,0.044399,0,47.3999,268.186004,42300.51172,-83697.94531,6,98.95,21990,21988,21988,21983,21987,24224,22420,21982,22042,22120,22078
625.75,0,7.00E-08,0,0.001,-0.004,46.3999,268.186004,42300.51172,-83697.94531,6,98.9,21992,21993,21991,21980,21985,24221,22425,21986,22041,22114,22078
625.950012,0,7.00E-08,0,0,-0.014,45.3999,268.186004,42300.51172,-83697.94531,6,98.85,21997,21994,21992,21983,21986,24220,22421,21985,22043,22117,22079
626.099975,0,7.00E-08,0,0,-0.023,49.3999,268.186004,42300.51172,-83697.94531,6,98.8,21996,21989,21988,21983,21985,24221,22423,21987,22042,22120,22079
626.299987,10.871999,2.94499907,0.048399,0,-0.034,48.99,268.186004,42300.51172,-83697.94531,6,98.75,21994,21988,21990,21982,21987,24220,22422,21984,22038,22114,22078
626.450012,10.871999,6.67100007,0.075099,0,-0.037,48.95999,268.186004,42300.51172,-83697.94531,6,98.7,21993,21989,21992,21982,21983,24219,22425,21980,22037,22118,22076
626.650024,10.871999,13.1160007,0.105999,0,-0.014,47.3999,268.186004,42300.51172,-83697.94531,6,98.65,21995,21990,21987,21981,21986,24223,22422,21986,22041,22115,22078
626.799987,10.907999,17.8449997,0.117399,0,0.028,46.3999,268.186004,42300.51172,-83697.94531,6,98.6,21992,21993,21990,21982,21988,24225,22424,21981,22042,22117,22078
627,11.017999,23.3560007,0.119,0,0.112999,45.3999,268.18399,42300.51172,-83697.94531,6,98.55,21990,21993,21991,21984,21988,24219,22418,21984,22041,22113,22077
627.150024,11.126,26.8050007,0.1172,0,0.195999,49.3999,268.182006,42300.51172,-83697.94531,6,98.5,21996,21988,21988,21976,21985,24218,22423,21985,22041,22115,22078
627.349975,11.3,30.2110007,0.1111,0,0.331,49.3999,268.178009,42300.51172,-83697.94531,6,98.45,21994,21988,21989,21978,21980,24217,22424,21987,22040,22119,22081
627.5,11.449,32.3590017,0.1123,0,0.446,49.3999,268.174011,42300.51172,-83697.94531,6,98.4,21992,21987,21988,21982,21987,24218,22425,21982,22038,22119,22078
627.650024,11.609,36.2379987,0.142299,0,0.569999,49.3999,268.170013,42300.51172,-83697.94531,6,98.35,21998,21990,21985,21980,21987,24218,22422,21982,22041,22118,22075
627.849975,11.847999,51.6020017,0.317499,0,0.754,49.3999,268.160003,42300.51172,-83697.94531,6,98.3,21996,21991,21991,21982,21990,24217,22423,21983,22038,22114,22074
628,12.213,62.6450007,0.3594,0,0.934,49.3999,268.140991,42300.51172,-83697.94531,6,98.25,21986,21990,21988,21984,21989,24219,22417,21983,22042,22117,22078
628.200012,14.456999,74.1029967,0.3982,0,1.235,49.3999,268.114013,42300.51172,-83697.94531,6,98.2,21994,21991,21987,21983,21984,24221,22422,21980,22041,22117,22078
